48	13	926467200.0
67	13	926467200.0
67	13	926467200.0
75	147	926553600.0
67	48	926553600.0
67	13	926985600.0
67	13	927072000.0
48	50	927331200.0
48	50	927331200.0
48	13	927590400.0
67	48	927676800.0
67	13	927676800.0
67	13	927676800.0
48	13	927763200.0
48	67	927763200.0
48	147	927763200.0
48	50	927763200.0
48	13	927763200.0
48	147	927763200.0
48	147	927763200.0
48	147	927849600.0
48	50	927936000.0
48	13	927936000.0
48	67	927936000.0
48	147	927936000.0
48	50	927936000.0
67	13	927936000.0
67	13	928281600.0
48	13	928281600.0
48	67	928281600.0
48	147	928281600.0
48	50	928281600.0
48	13	928368000.0
48	67	928368000.0
48	147	928368000.0
48	50	928368000.0
48	38	928368000.0
48	147	928454400.0
48	147	928454400.0
48	147	929059200.0
75	49	929404800.0
67	147	929404800.0
75	75	929491200.0
67	147	929491200.0
75	49	929491200.0
75	49	929664000.0
67	147	929664000.0
75	49	929750400.0
75	49	930614400.0
75	49	930700800.0
75	49	930700800.0
75	49	930700800.0
67	13	930873600.0
67	13	931305600.0
67	147	931305600.0
67	50	931305600.0
67	13	931305600.0
67	48	931305600.0
48	13	931305600.0
48	67	931305600.0
48	147	931305600.0
48	50	931305600.0
48	13	931392000.0
48	67	931392000.0
48	147	931392000.0
48	50	931392000.0
107	54	931478400.0
107	107	931478400.0
67	147	931478400.0
67	50	931478400.0
67	13	931478400.0
67	48	931478400.0
50	67	932169600.0
48	13	932169600.0
48	67	932169600.0
48	147	932169600.0
48	50	932169600.0
67	13	932774400.0
67	13	932774400.0
67	13	932774400.0
67	13	932774400.0
107	54	932774400.0
107	54	932774400.0
67	50	933120000.0
48	147	933120000.0
67	13	933206400.0
48	27	933206400.0
67	13	933206400.0
67	13	933206400.0
67	50	933206400.0
48	13	933379200.0
67	147	933638400.0
67	13	933638400.0
67	13	933638400.0
67	13	933724800.0
67	13	933724800.0
96	67	933724800.0
75	49	933897600.0
67	13	933984000.0
67	13	934329600.0
67	50	934416000.0
67	13	934416000.0
67	50	934416000.0
48	13	934416000.0
48	67	934416000.0
48	147	934416000.0
48	50	934416000.0
67	50	934416000.0
67	50	934502400.0
67	13	934502400.0
67	48	934502400.0
67	147	934502400.0
48	147	934502400.0
67	50	934502400.0
48	67	934502400.0
48	13	934588800.0
48	67	934588800.0
48	147	934588800.0
48	50	934588800.0
151	66	934848000.0
151	129	934848000.0
151	66	934848000.0
151	129	934848000.0
48	27	934934400.0
48	13	934934400.0
48	67	934934400.0
48	147	934934400.0
48	50	934934400.0
48	67	935107200.0
48	67	935107200.0
67	50	935452800.0
50	67	935539200.0
50	67	935539200.0
67	147	935539200.0
48	107	935625600.0
48	50	935625600.0
48	13	935625600.0
48	107	935625600.0
67	147	935712000.0
48	13	935712000.0
67	50	935712000.0
48	50	935798400.0
48	50	935798400.0
48	13	935798400.0
48	147	935798400.0
48	67	935798400.0
50	67	935798400.0
48	13	936057600.0
48	67	936057600.0
48	147	936057600.0
48	50	936057600.0
48	13	936057600.0
48	50	936057600.0
67	50	936057600.0
67	50	936057600.0
50	67	936057600.0
50	67	936057600.0
50	67	936057600.0
67	13	936144000.0
67	13	936144000.0
48	13	936144000.0
48	50	936144000.0
48	13	936144000.0
48	67	936144000.0
48	147	936144000.0
48	50	936144000.0
67	50	936144000.0
67	50	936144000.0
67	50	936144000.0
67	13	936144000.0
67	13	936144000.0
48	67	936230400.0
67	48	936230400.0
48	67	936230400.0
48	67	936230400.0
48	136	936230400.0
48	67	936230400.0
67	147	936230400.0
67	147	936230400.0
67	50	936316800.0
67	13	936316800.0
48	67	936316800.0
67	48	936316800.0
67	147	936316800.0
67	50	936316800.0
67	13	936316800.0
67	48	936316800.0
67	147	936316800.0
67	50	936316800.0
67	13	936316800.0
67	48	936316800.0
67	48	936316800.0
48	67	936316800.0
67	147	936316800.0
67	48	936316800.0
50	67	936316800.0
48	136	936403200.0
48	67	936403200.0
67	48	936403200.0
67	50	936403200.0
67	50	936403200.0
48	67	936403200.0
48	67	936403200.0
48	67	936748800.0
48	147	936748800.0
67	147	936748800.0
67	50	936748800.0
67	13	936748800.0
67	48	936748800.0
48	67	936748800.0
67	50	936748800.0
67	147	936748800.0
50	67	936748800.0
50	67	936748800.0
50	67	936748800.0
67	147	936748800.0
67	50	936748800.0
67	13	936748800.0
67	48	936748800.0
48	67	936748800.0
48	67	936835200.0
48	147	936835200.0
67	13	936835200.0
67	147	936835200.0
67	50	936835200.0
67	13	936835200.0
67	48	936835200.0
67	50	936835200.0
67	13	936835200.0
67	147	936835200.0
67	50	936835200.0
67	13	936835200.0
67	48	936835200.0
67	147	936835200.0
67	50	936835200.0
67	13	936835200.0
48	67	936835200.0
75	142	936835200.0
75	142	936835200.0
48	147	936921600.0
67	147	936921600.0
75	137	936921600.0
48	107	936921600.0
48	107	936921600.0
48	67	936921600.0
48	13	936921600.0
48	67	936921600.0
48	13	936921600.0
48	147	937008000.0
48	13	937008000.0
48	67	937008000.0
48	147	937008000.0
48	50	937008000.0
67	13	937008000.0
67	50	937267200.0
67	147	937267200.0
48	136	937267200.0
48	142	937267200.0
48	27	937267200.0
48	67	937267200.0
48	147	937267200.0
48	50	937267200.0
48	13	937267200.0
48	76	937267200.0
48	13	937353600.0
67	13	937353600.0
67	13	937440000.0
48	147	937526400.0
67	50	937526400.0
67	13	937526400.0
48	13	937612800.0
48	67	937612800.0
48	147	937612800.0
48	50	937612800.0
67	147	937612800.0
67	147	937612800.0
48	147	937872000.0
75	137	937872000.0
48	147	937872000.0
